ID,Date,Country,Disease,Update,Month,Year,Cases,Deaths
3989,14/05/2003,South Africa,SARS,Yes,5,2003,1,1
3990,14/05/2003,Spain,SARS,Yes,5,2003,1,0
3991,14/05/2003,Sweden,SARS,Yes,5,2003,3,0
3992,14/05/2003,Switzerland,SARS,Yes,5,2003,1,0
3993,14/05/2003,Thailand,SARS,Yes,5,2003,8,2
3994,14/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
3995,14/05/2003,United States,SARS,Yes,5,2003,64,0
3996,14/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
3997,15/05/2003,Brazil,SARS,Yes,5,2003,2,0
3998,15/05/2003,Bulgaria,SARS,Yes,5,2003,1,0
3999,15/05/2003,Canada,SARS,Yes,5,2003,142,23
4000,15/05/2003,China,SARS,Yes,5,2003,5163,271
4001,15/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1703,234
4002,15/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4003,15/05/2003,"Taiwan, China",SARS,Yes,5,2003,264,30
4004,15/05/2003,Colombia,SARS,Yes,5,2003,1,0
4005,15/05/2003,Finland,SARS,Yes,5,2003,1,0
4006,15/05/2003,France,SARS,Yes,5,2003,7,0
4007,15/05/2003,Germany,SARS,Yes,5,2003,9,0
4008,15/05/2003,India,SARS,Yes,5,2003,3,0
4009,15/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4010,15/05/2003,Italy,SARS,Yes,5,2003,9,0
4011,15/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4012,15/05/2003,Malaysia,SARS,Yes,5,2003,7,2
4013,15/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4014,15/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4015,15/05/2003,Philippines,SARS,Yes,5,2003,12,2
4016,15/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4017,15/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4018,15/05/2003,Romania,SARS,Yes,5,2003,1,0
4019,15/05/2003,Singapore,SARS,Yes,5,2003,205,28
4020,15/05/2003,South Africa,SARS,Yes,5,2003,1,1
4021,15/05/2003,Spain,SARS,Yes,5,2003,1,0
4022,15/05/2003,Sweden,SARS,Yes,5,2003,3,0
4023,15/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4024,15/05/2003,Thailand,SARS,Yes,5,2003,8,2
4025,15/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4026,15/05/2003,United States,SARS,Yes,5,2003,64,0
4027,15/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4028,16/05/2003,Brazil,SARS,Yes,5,2003,2,0
4029,16/05/2003,Bulgaria,SARS,Yes,5,2003,1,0
4030,16/05/2003,Canada,SARS,Yes,5,2003,140,23
4031,16/05/2003,China,SARS,Yes,5,2003,5191,275
4032,16/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1706,238
4033,16/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4034,16/05/2003,"Taiwan, China",SARS,Yes,5,2003,274,35
4035,16/05/2003,Colombia,SARS,Yes,5,2003,1,0
4036,16/05/2003,Finland,SARS,Yes,5,2003,1,0
4037,16/05/2003,France,SARS,Yes,5,2003,7,0
4038,16/05/2003,Germany,SARS,Yes,5,2003,9,0
4039,16/05/2003,India,SARS,Yes,5,2003,3,0
4040,16/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4041,16/05/2003,Italy,SARS,Yes,5,2003,9,0
4042,16/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4043,16/05/2003,Malaysia,SARS,Yes,5,2003,7,2
4044,16/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4045,16/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4046,16/05/2003,Philippines,SARS,Yes,5,2003,12,2
4047,16/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4048,16/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4049,16/05/2003,Romania,SARS,Yes,5,2003,1,0
4050,16/05/2003,Singapore,SARS,Yes,5,2003,205,28
4051,16/05/2003,South Africa,SARS,Yes,5,2003,1,1
4052,16/05/2003,Spain,SARS,Yes,5,2003,1,0
4053,16/05/2003,Sweden,SARS,Yes,5,2003,3,0
4054,16/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4055,16/05/2003,Thailand,SARS,Yes,5,2003,8,2
4056,16/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4057,16/05/2003,United States,SARS,Yes,5,2003,65,0
4058,16/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4059,17/05/2003,Brazil,SARS,Yes,5,2003,2,0
4060,17/05/2003,Canada,SARS,Yes,5,2003,140,23
4061,17/05/2003,China,SARS,Yes,5,2003,5209,282
4062,17/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1710,243
4063,17/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4064,17/05/2003,"Taiwan, China",SARS,Yes,5,2003,274,35
4065,17/05/2003,Colombia,SARS,Yes,5,2003,1,0
4066,17/05/2003,Finland,SARS,Yes,5,2003,1,0
4067,17/05/2003,France,SARS,Yes,5,2003,7,0
4068,17/05/2003,Germany,SARS,Yes,5,2003,9,0
4069,17/05/2003,India,SARS,Yes,5,2003,3,0
4070,17/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4071,17/05/2003,Italy,SARS,Yes,5,2003,9,0
4072,17/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4073,17/05/2003,Malaysia,SARS,Yes,5,2003,7,2
4074,17/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4075,17/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4076,17/05/2003,Philippines,SARS,Yes,5,2003,12,2
4077,17/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4078,17/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4079,17/05/2003,Romania,SARS,Yes,5,2003,1,0
4080,17/05/2003,Singapore,SARS,Yes,5,2003,205,28
4081,17/05/2003,South Africa,SARS,Yes,5,2003,1,1
4082,17/05/2003,Spain,SARS,Yes,5,2003,1,0
4083,17/05/2003,Sweden,SARS,Yes,5,2003,3,0
4084,17/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4085,17/05/2003,Thailand,SARS,Yes,5,2003,8,2
4086,17/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4087,17/05/2003,United States,SARS,Yes,5,2003,66,0
4088,17/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4089,19/05/2003,Brazil,SARS,Yes,5,2003,2,0
4090,19/05/2003,Canada,SARS,Yes,5,2003,140,23
4091,19/05/2003,China,SARS,Yes,5,2003,5236,289
4092,19/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1714,251
4093,19/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4094,19/05/2003,"Taiwan, China",SARS,Yes,5,2003,344,40
4095,19/05/2003,Colombia,SARS,Yes,5,2003,1,0
4096,19/05/2003,Finland,SARS,Yes,5,2003,1,0
4097,19/05/2003,France,SARS,Yes,5,2003,7,0
4098,19/05/2003,Germany,SARS,Yes,5,2003,9,0
4099,19/05/2003,India,SARS,Yes,5,2003,3,0
4100,19/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4101,19/05/2003,Italy,SARS,Yes,5,2003,9,0
4102,19/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4103,19/05/2003,Malaysia,SARS,Yes,5,2003,7,2
4104,19/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4105,19/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4106,19/05/2003,Philippines,SARS,Yes,5,2003,12,2
4107,19/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4108,19/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4109,19/05/2003,Romania,SARS,Yes,5,2003,1,0
4110,19/05/2003,Singapore,SARS,Yes,5,2003,206,28
4111,19/05/2003,South Africa,SARS,Yes,5,2003,1,1
4112,19/05/2003,Spain,SARS,Yes,5,2003,1,0
4113,19/05/2003,Sweden,SARS,Yes,5,2003,3,0
4114,19/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4115,19/05/2003,Thailand,SARS,Yes,5,2003,8,2
4116,19/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4117,19/05/2003,United States,SARS,Yes,5,2003,67,0
4118,19/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4119,20/05/2003,Brazil,SARS,Yes,5,2003,2,0
4120,20/05/2003,Canada,SARS,Yes,5,2003,140,23
4121,20/05/2003,China,SARS,Yes,5,2003,5248,294
4122,20/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1718,253
4123,20/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4124,20/05/2003,"Taiwan, China",SARS,Yes,5,2003,383,52
4125,20/05/2003,Colombia,SARS,Yes,5,2003,1,0
4126,20/05/2003,Finland,SARS,Yes,5,2003,1,0
4127,20/05/2003,France,SARS,Yes,5,2003,7,0
4128,20/05/2003,Germany,SARS,Yes,5,2003,9,0
4129,20/05/2003,India,SARS,Yes,5,2003,3,0
4130,20/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4131,20/05/2003,Italy,SARS,Yes,5,2003,9,0
4132,20/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4133,20/05/2003,Malaysia,SARS,Yes,5,2003,7,2
4134,20/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4135,20/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4136,20/05/2003,Philippines,SARS,Yes,5,2003,12,2
4137,20/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4138,20/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4139,20/05/2003,Romania,SARS,Yes,5,2003,1,0
4140,20/05/2003,Singapore,SARS,Yes,5,2003,206,28
4141,20/05/2003,South Africa,SARS,Yes,5,2003,1,1
4142,20/05/2003,Spain,SARS,Yes,5,2003,1,0
4143,20/05/2003,Sweden,SARS,Yes,5,2003,3,0
4144,20/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4145,20/05/2003,Thailand,SARS,Yes,5,2003,8,2
4146,20/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4147,20/05/2003,United States,SARS,Yes,5,2003,67,0
4148,20/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4149,21/05/2003,Brazil,SARS,Yes,5,2003,2,0
4150,21/05/2003,Canada,SARS,Yes,5,2003,140,23
4151,21/05/2003,China,SARS,Yes,5,2003,5249,296
4152,21/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1719,255
4153,21/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4154,21/05/2003,"Taiwan, China",SARS,Yes,5,2003,418,52
4155,21/05/2003,Colombia,SARS,Yes,5,2003,1,0
4156,21/05/2003,Finland,SARS,Yes,5,2003,1,0
4157,21/05/2003,France,SARS,Yes,5,2003,7,0
4158,21/05/2003,Germany,SARS,Yes,5,2003,9,0
4159,21/05/2003,India,SARS,Yes,5,2003,3,0
4160,21/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4161,21/05/2003,Italy,SARS,Yes,5,2003,9,0
4162,21/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4163,21/05/2003,Malaysia,SARS,Yes,5,2003,8,2
4164,21/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4165,21/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4166,21/05/2003,Philippines,SARS,Yes,5,2003,12,2
4167,21/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4168,21/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4169,21/05/2003,Romania,SARS,Yes,5,2003,1,0
4170,21/05/2003,Singapore,SARS,Yes,5,2003,206,28
4171,21/05/2003,South Africa,SARS,Yes,5,2003,1,1
4172,21/05/2003,Spain,SARS,Yes,5,2003,1,0
4173,21/05/2003,Sweden,SARS,Yes,5,2003,3,0
4174,21/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4175,21/05/2003,Thailand,SARS,Yes,5,2003,8,2
4176,21/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4177,21/05/2003,United States,SARS,Yes,5,2003,66,0
4178,21/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4179,22/05/2003,Australia,SARS,Yes,5,2003,6,0
4180,22/05/2003,Brazil,SARS,Yes,5,2003,2,0
4181,22/05/2003,Canada,SARS,Yes,5,2003,140,23
4182,22/05/2003,China,SARS,Yes,5,2003,5271,300
4183,22/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1722,258
4184,22/05/2003,"Macao SAR, China",SARS,Yes,5,2003,2,0
4185,22/05/2003,"Taiwan, China",SARS,Yes,5,2003,483,60
4186,22/05/2003,Colombia,SARS,Yes,5,2003,1,0
4187,22/05/2003,Finland,SARS,Yes,5,2003,1,0
4188,22/05/2003,France,SARS,Yes,5,2003,7,0
4189,22/05/2003,Germany,SARS,Yes,5,2003,9,0
4190,22/05/2003,India,SARS,Yes,5,2003,3,0
4191,22/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4192,22/05/2003,Italy,SARS,Yes,5,2003,9,0
4193,22/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4194,22/05/2003,Malaysia,SARS,Yes,5,2003,8,2
4195,22/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4196,22/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4197,22/05/2003,Philippines,SARS,Yes,5,2003,12,2
4198,22/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4199,22/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4200,22/05/2003,Romania,SARS,Yes,5,2003,1,0
4201,22/05/2003,Singapore,SARS,Yes,5,2003,206,29
4202,22/05/2003,South Africa,SARS,Yes,5,2003,1,1
4203,22/05/2003,Spain,SARS,Yes,5,2003,1,0
4204,22/05/2003,Sweden,SARS,Yes,5,2003,3,0
4205,22/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4206,22/05/2003,Thailand,SARS,Yes,5,2003,8,2
4207,22/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4208,22/05/2003,United States,SARS,Yes,5,2003,65,0
4209,22/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4210,23/05/2003,Brazil,SARS,Yes,5,2003,2,0
4211,23/05/2003,Canada,SARS,Yes,5,2003,140,23
4212,23/05/2003,China,SARS,Yes,5,2003,5285,303
4213,23/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1724,260
4214,23/05/2003,"Macao SAR, China",SARS,Yes,5,2003,2,0
4215,23/05/2003,"Taiwan, China",SARS,Yes,5,2003,538,60
4216,23/05/2003,Colombia,SARS,Yes,5,2003,1,0
4217,23/05/2003,Finland,SARS,Yes,5,2003,1,0
4218,23/05/2003,France,SARS,Yes,5,2003,7,0
4219,23/05/2003,Germany,SARS,Yes,5,2003,9,0
4220,23/05/2003,India,SARS,Yes,5,2003,3,0
4221,23/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4222,23/05/2003,Italy,SARS,Yes,5,2003,9,0
4223,23/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4224,23/05/2003,Malaysia,SARS,Yes,5,2003,8,2
4225,23/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4226,23/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4227,23/05/2003,Philippines,SARS,Yes,5,2003,12,2
4228,23/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4229,23/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4230,23/05/2003,Romania,SARS,Yes,5,2003,1,0
4231,23/05/2003,Singapore,SARS,Yes,5,2003,206,31
4232,23/05/2003,South Africa,SARS,Yes,5,2003,1,1
4233,23/05/2003,Spain,SARS,Yes,5,2003,1,0
4234,23/05/2003,Sweden,SARS,Yes,5,2003,3,0
4235,23/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4236,23/05/2003,Thailand,SARS,Yes,5,2003,8,2
4237,23/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4238,23/05/2003,United States,SARS,Yes,5,2003,65,0
4239,23/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4240,24/05/2003,Brazil,SARS,Yes,5,2003,2,0
4241,24/05/2003,Canada,SARS,Yes,5,2003,140,23
4242,24/05/2003,China,SARS,Yes,5,2003,5309,308
4243,24/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1724,262
4244,24/05/2003,"Macao SAR, China",SARS,Yes,5,2003,2,0
4245,24/05/2003,"Taiwan, China",SARS,Yes,5,2003,538,60
4246,24/05/2003,Colombia,SARS,Yes,5,2003,1,0
4247,24/05/2003,Finland,SARS,Yes,5,2003,1,0
4248,24/05/2003,France,SARS,Yes,5,2003,7,0
4249,24/05/2003,Germany,SARS,Yes,5,2003,9,0
4250,24/05/2003,India,SARS,Yes,5,2003,3,0
4251,24/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4252,24/05/2003,Italy,SARS,Yes,5,2003,9,0
4253,24/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4254,24/05/2003,Malaysia,SARS,Yes,5,2003,8,2
4255,24/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4256,24/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4257,24/05/2003,Philippines,SARS,Yes,5,2003,12,2
4258,24/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4259,24/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4260,24/05/2003,Romania,SARS,Yes,5,2003,1,0
4261,24/05/2003,Singapore,SARS,Yes,5,2003,206,31
4262,24/05/2003,South Africa,SARS,Yes,5,2003,1,1
4263,24/05/2003,Spain,SARS,Yes,5,2003,1,0
4264,24/05/2003,Sweden,SARS,Yes,5,2003,3,0
4265,24/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4266,24/05/2003,Thailand,SARS,Yes,5,2003,8,2
4267,24/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4268,24/05/2003,United States,SARS,Yes,5,2003,65,0
4269,24/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4270,26/05/2003,Brazil,SARS,Yes,5,2003,2,0
4271,26/05/2003,Canada,SARS,Yes,5,2003,148,26
4272,26/05/2003,China,SARS,Yes,5,2003,5316,317
4273,26/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1726,267
4274,26/05/2003,"Macao SAR, China",SARS,Yes,5,2003,2,0
4275,26/05/2003,"Taiwan, China",SARS,Yes,5,2003,585,72
4276,26/05/2003,Colombia,SARS,Yes,5,2003,1,0
4277,26/05/2003,Finland,SARS,Yes,5,2003,1,0
4278,26/05/2003,France,SARS,Yes,5,2003,7,0
4279,26/05/2003,Germany,SARS,Yes,5,2003,9,0
4280,26/05/2003,India,SARS,Yes,5,2003,3,0
4281,26/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4282,26/05/2003,Italy,SARS,Yes,5,2003,9,0
4283,26/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4284,26/05/2003,Malaysia,SARS,Yes,5,2003,5,2
4285,26/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4286,26/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4287,26/05/2003,Philippines,SARS,Yes,5,2003,12,2
4288,26/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4289,26/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4290,26/05/2003,Romania,SARS,Yes,5,2003,1,0
4291,26/05/2003,Singapore,SARS,Yes,5,2003,206,31
4292,26/05/2003,South Africa,SARS,Yes,5,2003,1,1
4293,26/05/2003,Spain,SARS,Yes,5,2003,1,0
4294,26/05/2003,Sweden,SARS,Yes,5,2003,3,0
4295,26/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4296,26/05/2003,Thailand,SARS,Yes,5,2003,8,2
4297,26/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4298,26/05/2003,United States,SARS,Yes,5,2003,65,0
4299,26/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4300,27/05/2003,Brazil,SARS,Yes,5,2003,2,0
4301,27/05/2003,Canada,SARS,Yes,5,2003,148,26
4302,27/05/2003,China,SARS,Yes,5,2003,5322,321
4303,27/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1728,269
4304,27/05/2003,"Macao SAR, China",SARS,Yes,5,2003,2,0
4305,27/05/2003,"Taiwan, China",SARS,Yes,5,2003,596,76
4306,27/05/2003,Colombia,SARS,Yes,5,2003,1,0
4307,27/05/2003,Finland,SARS,Yes,5,2003,1,0
4308,27/05/2003,France,SARS,Yes,5,2003,7,0
4309,27/05/2003,Germany,SARS,Yes,5,2003,9,0
4310,27/05/2003,India,SARS,Yes,5,2003,3,0
4311,27/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4312,27/05/2003,Italy,SARS,Yes,5,2003,9,0
4313,27/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4314,27/05/2003,Malaysia,SARS,Yes,5,2003,5,2
4315,27/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4316,27/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4317,27/05/2003,Philippines,SARS,Yes,5,2003,12,2
4318,27/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4319,27/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4320,27/05/2003,Romania,SARS,Yes,5,2003,1,0
4321,27/05/2003,Singapore,SARS,Yes,5,2003,206,31
4322,27/05/2003,South Africa,SARS,Yes,5,2003,1,1
4323,27/05/2003,Spain,SARS,Yes,5,2003,1,0
4324,27/05/2003,Sweden,SARS,Yes,5,2003,3,0
4325,27/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4326,27/05/2003,Thailand,SARS,Yes,5,2003,8,2
4327,27/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4328,27/05/2003,United States,SARS,Yes,5,2003,65,0
4329,27/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4330,28/05/2003,Australia,SARS,Yes,5,2003,6,0
4331,28/05/2003,Brazil,SARS,Yes,5,2003,2,0
4332,28/05/2003,Canada,SARS,Yes,5,2003,149,26
4333,28/05/2003,China,SARS,Yes,5,2003,5323,325
4334,28/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1730,270
4335,28/05/2003,"Macao SAR, China",SARS,Yes,5,2003,2,0
4336,28/05/2003,"Taiwan, China",SARS,Yes,5,2003,610,81
4337,28/05/2003,Colombia,SARS,Yes,5,2003,1,0
4338,28/05/2003,Finland,SARS,Yes,5,2003,1,0
4339,28/05/2003,France,SARS,Yes,5,2003,7,0
4340,28/05/2003,Germany,SARS,Yes,5,2003,9,0
4341,28/05/2003,India,SARS,Yes,5,2003,3,0
4342,28/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4343,28/05/2003,Italy,SARS,Yes,5,2003,9,0
4344,28/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4345,28/05/2003,Malaysia,SARS,Yes,5,2003,5,2
4346,28/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4347,28/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4348,28/05/2003,Philippines,SARS,Yes,5,2003,12,2
4349,28/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4350,28/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4351,28/05/2003,Romania,SARS,Yes,5,2003,1,0
4352,28/05/2003,Singapore,SARS,Yes,5,2003,206,31
4353,28/05/2003,South Africa,SARS,Yes,5,2003,1,1
4354,28/05/2003,Spain,SARS,Yes,5,2003,1,0
4355,28/05/2003,Sweden,SARS,Yes,5,2003,3,0
4356,28/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4357,28/05/2003,Thailand,SARS,Yes,5,2003,8,2
4358,28/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4359,28/05/2003,United States,SARS,Yes,5,2003,66,0
4360,28/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4361,29/05/2003,Australia,SARS,Yes,5,2003,6,0
4362,29/05/2003,Brazil,SARS,Yes,5,2003,2,0
4363,29/05/2003,Canada,SARS,Yes,5,2003,151,26
4364,29/05/2003,China,SARS,Yes,5,2003,5325,327
4365,29/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1732,273
4366,29/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4367,29/05/2003,"Taiwan, China",SARS,Yes,5,2003,660,81
4368,29/05/2003,Colombia,SARS,Yes,5,2003,1,0
4369,29/05/2003,Finland,SARS,Yes,5,2003,1,0
4370,29/05/2003,France,SARS,Yes,5,2003,7,0
4371,29/05/2003,Germany,SARS,Yes,5,2003,9,0
4372,29/05/2003,India,SARS,Yes,5,2003,3,0
4373,29/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4374,29/05/2003,Italy,SARS,Yes,5,2003,9,0
4375,29/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4376,29/05/2003,Malaysia,SARS,Yes,5,2003,5,2
4377,29/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4378,29/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4379,29/05/2003,Philippines,SARS,Yes,5,2003,12,2
4380,29/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4381,29/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4382,29/05/2003,Romania,SARS,Yes,5,2003,1,0
4383,29/05/2003,Singapore,SARS,Yes,5,2003,206,31
4384,29/05/2003,South Africa,SARS,Yes,5,2003,1,1
4385,29/05/2003,Spain,SARS,Yes,5,2003,1,0
4386,29/05/2003,Sweden,SARS,Yes,5,2003,3,0
4387,29/05/2003,Switzerland,SARS,Yes,5,2003,1,0
4388,29/05/2003,Thailand,SARS,Yes,5,2003,8,2
4389,29/05/2003,United Kingdom,SARS,Yes,5,2003,4,0
4390,29/05/2003,United States,SARS,Yes,5,2003,66,0
4391,29/05/2003,Viet Nam,SARS,Yes,5,2003,63,5
4392,30/05/2003,Brazil,SARS,Yes,5,2003,2,0
4393,30/05/2003,Canada,SARS,Yes,5,2003,159,28
4394,30/05/2003,China,SARS,Yes,5,2003,5328,328
4395,30/05/2003,"Hong Kong SAR, China",SARS,Yes,5,2003,1736,274
4396,30/05/2003,"Macao SAR, China",SARS,Yes,5,2003,1,0
4397,30/05/2003,"Taiwan, China",SARS,Yes,5,2003,667,81
4398,30/05/2003,Colombia,SARS,Yes,5,2003,1,0
4399,30/05/2003,Finland,SARS,Yes,5,2003,1,0
4400,30/05/2003,France,SARS,Yes,5,2003,7,0
4401,30/05/2003,Germany,SARS,Yes,5,2003,9,0
4402,30/05/2003,India,SARS,Yes,5,2003,3,0
4403,30/05/2003,Indonesia,SARS,Yes,5,2003,2,0
4404,30/05/2003,Italy,SARS,Yes,5,2003,9,0
4405,30/05/2003,Kuwait,SARS,Yes,5,2003,1,0
4406,30/05/2003,Malaysia,SARS,Yes,5,2003,5,2
4407,30/05/2003,Mongolia,SARS,Yes,5,2003,9,0
4408,30/05/2003,New Zealand,SARS,Yes,5,2003,1,0
4409,30/05/2003,Philippines,SARS,Yes,5,2003,12,2
4410,30/05/2003,Republic of Ireland,SARS,Yes,5,2003,1,0
4411,30/05/2003,Republic of Korea,SARS,Yes,5,2003,3,0
4412,30/05/2003,Romania,SARS,Yes,5,2003,1,0
4413,30/05/2003,Singapore,SARS,Yes,5,2003,206,31
4414,30/05/2003,South Africa,SARS,Yes,5,2003,1,1
4415,30/05/2003,Spain,SARS,Yes,5,2003,1,0
4416,30/05/2003,Sweden,SARS,Yes,5,2003,3,0
